Geneid	Control_1	Control_2	Treat_1	Treat_2
ENSDARG00000095822	2	2	0	2
ENSDARG00000073948	31	46	35	21
ENSDARG00000068792	0	2	0	0
ENSDARG00000090194	527	581	473	545
ENSDARG00000042807	967	1078	964	1011
ENSDARG00000073847	1197	1272	1507	1194
ENSDARG00000091086	315	302	862	716
ENSDARG00000068787	1301	1363	1088	948
ENSDARG00000095917	0	1	0	0
ENSDARG00000061288	142	159	133	131
ENSDARG00000056210	52	92	93	80
ENSDARG00000056331	3232	3433	3213	3060
ENSDARG00000001621	658	709	534	499
ENSDARG00000061314	479	685	404	454
ENSDARG00000056252	2320	2477	2035	1753
ENSDARG00000000690	350	390	452	465
ENSDARG00000056268	447	470	460	430
ENSDARG00000079620	1080	1036	801	714
ENSDARG00000030644	511	543	520	455
ENSDARG00000055570	244	288	226	218
ENSDARG00000042529	27584	31143	26812	25984
ENSDARG00000029952	1236	1058	1046	993
ENSDARG00000042533	1726	2245	1728	1856
ENSDARG00000029473	239	222	180	211
ENSDARG00000088116	854	1137	993	895
ENSDARG00000005704	1050	978	1142	1087
ENSDARG00000011553	11339	13296	12451	11537
ENSDARG00000095412	45	44	16	26
ENSDARG00000086708	102	64	61	43
ENSDARG00000023861	471	582	621	434
ENSDARG00000077907	36	24	39	35
ENSDARG00000075307	150	146	110	129
ENSDARG00000075793	1758	1951	1595	1579
ENSDARG00000042536	0	0	0	0
ENSDARG00000019973	919	676	898	833
ENSDARG00000009901	1168	1711	1107	1243
ENSDARG00000015149	82	88	118	116
ENSDARG00000042545	491	446	464	446
ENSDARG00000005015	1652	2125	1695	1473
ENSDARG00000055750	19	26	17	10
ENSDARG00000094262	0	3	0	0
ENSDARG00000097877	1374	1514	1361	1094
ENSDARG00000055753	274	369	434	352
ENSDARG00000055757	628	694	551	609
ENSDARG00000042552	1825	3125	1963	1666
ENSDARG00000098765	2	4	0	0
ENSDARG00000068641	955	1011	949	958
ENSDARG00000055759	1557	1772	1637	1714
ENSDARG00000030867	65	63	39	38
ENSDARG00000055763	1599	1833	1488	1468
ENSDARG00000094673	2547	2784	3193	2984
ENSDARG00000042616	242	244	195	177
ENSDARG00000061023	1411	1495	1406	1432
ENSDARG00000061044	97	186	50	60
ENSDARG00000082598	5	3	1	2
ENSDARG00000039754	1336	1639	1246	1206
ENSDARG00000012848	2976	3209	2752	2471
ENSDARG00000006900	945	1116	1101	1125
ENSDARG00000082377	0	0	0	0
ENSDARG00000080568	0	0	0	0
ENSDARG00000068602	1268	1411	1059	1072
ENSDARG00000055825	1089	1632	1241	1074
ENSDARG00000092715	79	73	69	60
ENSDARG00000078571	443	523	424	464
ENSDARG00000097292	84	100	83	72
ENSDARG00000055835	474	492	334	316
ENSDARG00000036820	2999	3881	3975	4521
ENSDARG00000033184	3278	3140	3364	3495
ENSDARG00000097561	0	0	0	0
ENSDARG00000068590	36	67	44	48
ENSDARG00000036818	42	49	43	39
ENSDARG00000092123	155	299	207	198
ENSDARG00000010862	1800	1536	1637	1673
ENSDARG00000036811	917	1176	1328	1212
ENSDARG00000094240	3	1	5	2
ENSDARG00000055970	234	290	258	245
ENSDARG00000007560	635	521	547	512
ENSDARG00000011672	2823	2764	2426	2334
ENSDARG00000068575	344	408	262	247
ENSDARG00000093606	14	50	10	17
ENSDARG00000076923	1002	1102	835	836
ENSDARG00000092035	3427	3633	3543	3332
ENSDARG00000090721	1233	1527	1027	888
ENSDARG00000016830	6263	7004	5890	5612
ENSDARG00000017055	13	28	14	19
ENSDARG00000068572	1917	1681	1853	1951
ENSDARG00000097186	0	0	0	0
ENSDARG00000095393	0	6	2	0
ENSDARG00000081310	0	0	0	0
ENSDARG00000020292	355	391	298	300
ENSDARG00000018328	1306	1729	1410	1505
ENSDARG00000093641	0	0	0	0
ENSDARG00000056065	31	25	25	25
ENSDARG00000061177	337	409	258	235
ENSDARG00000032234	57	80	85	58
ENSDARG00000056090	7719	9347	8212	7874
ENSDARG00000056091	715	671	623	600
ENSDARG00000056101	642	651	585	537
ENSDARG00000095929	1	1	0	4
ENSDARG00000061204	361	372	323	425
ENSDARG00000073900	55	67	65	84
ENSDARG00000012553	1626	1942	1872	1852
ENSDARG00000095898	1	1	3	0
ENSDARG00000056111	179	188	173	127
ENSDARG00000003098	5837	6611	6155	5435
ENSDARG00000042708	10645	9619	17247	18141
ENSDARG00000007923	1473	1667	1811	1729
ENSDARG00000042717	1312	1600	1399	1356
ENSDARG00000100631	314	277	287	290
ENSDARG00000042725	7280	10256	7753	9991
ENSDARG00000042732	1721	1589	1570	1792
ENSDARG00000042737	135	125	145	163
ENSDARG00000056175	673	873	732	549
ENSDARG00000079160	60	56	55	40
ENSDARG00000067544	97	127	147	97
ENSDARG00000103179	8	10	12	12
ENSDARG00000101609	23	15	8	23
ENSDARG00000021369	23	24	19	25
ENSDARG00000069478	397	424	257	324
ENSDARG00000022139	12	5	2	18
ENSDARG00000075919	707	714	709	653
ENSDARG00000104067	4	14	0	0
ENSDARG00000055302	784	764	687	556
ENSDARG00000096836	17	19	19	12
ENSDARG00000055294	37	26	14	33
ENSDARG00000092755	0	0	0	0
ENSDARG00000014041	431	448	598	531
ENSDARG00000078569	0	1	1	0
ENSDARG00000024522	4	2	7	2
ENSDARG00000093227	8	17	2	0
ENSDARG00000037598	72	81	81	68
ENSDARG00000055290	444	468	665	873
ENSDARG00000077504	71	122	108	130
ENSDARG00000024540	2508	3025	2310	3012
ENSDARG00000017681	234	271	252	287
ENSDARG00000060796	4044	5213	3448	3818
ENSDARG00000023287	30	37	31	32
ENSDARG00000097806	10	4	2	4
ENSDARG00000012403	429	495	367	423
ENSDARG00000095859	0	0	0	0
ENSDARG00000016404	2248	2395	2059	1907
ENSDARG00000055232	84	123	141	140
ENSDARG00000068461	322	344	314	287
ENSDARG00000080599	1	0	2	3
ENSDARG00000080833	0	0	0	0
ENSDARG00000081915	0	0	0	0
ENSDARG00000080246	1	0	0	0
ENSDARG00000099417	168	219	6	14
ENSDARG00000055225	2368	2481	2298	2359
ENSDARG00000092006	0	0	0	1
ENSDARG00000004318	366	401	367	395
ENSDARG00000042485	46	36	19	34
ENSDARG00000060745	95	85	78	78
ENSDARG00000042329	983	1252	1111	1114
ENSDARG00000006719	1644	1657	1700	1662
ENSDARG00000033706	72	66	75	65
ENSDARG00000011521	1069	1019	1072	1188
ENSDARG00000068438	697	707	677	519
ENSDARG00000013800	260	321	307	367
ENSDARG00000042452	7	3	6	2
ENSDARG00000042440	373	376	334	356
ENSDARG00000095177	10	21	9	9
ENSDARG00000074066	0	0	2	4
ENSDARG00000079880	2	3	2	0
ENSDARG00000042428	4180	3442	3122	3388
ENSDARG00000026325	251	216	245	237
ENSDARG00000033871	766	751	757	701
ENSDARG00000033647	942	1042	1126	1011
ENSDARG00000042409	1074	1180	1165	1120
ENSDARG00000068415	1091	1265	1026	1095
ENSDARG00000020702	108	97	131	139
ENSDARG00000077536	2614	3217	2986	2780
ENSDARG00000020114	1133	1136	1147	1188
ENSDARG00000068409	681	547	516	526
ENSDARG00000060368	3224	3386	2840	2552
ENSDARG00000075425	93	103	119	121
ENSDARG00000085259	0	0	0	0
ENSDARG00000076873	739	910	760	651
ENSDARG00000019417	1121	1451	1195	1382
ENSDARG00000020926	3996	4015	3379	3520
ENSDARG00000074087	301	296	193	250
ENSDARG00000068400	909	1005	799	786
ENSDARG00000093549	73225	70006	58379	62093
ENSDARG00000092042	6	16	8	23
ENSDARG00000054771	436	459	409	375
ENSDARG00000074170	134	120	134	175
ENSDARG00000054777	1363	1532	1109	1156
ENSDARG00000013063	3058	3504	2403	2358
ENSDARG00000054794	779	987	839	745
ENSDARG00000042172	370	280	630	578
ENSDARG00000060601	644	588	532	503
ENSDARG00000073720	168	246	202	137
ENSDARG00000093745	297	318	177	213
ENSDARG00000054224	823	1066	1071	1025
ENSDARG00000085362	0	0	0	0
ENSDARG00000031044	689	1098	951	984
ENSDARG00000054199	123	117	84	80
ENSDARG00000104992	1248	1759	1561	2032
ENSDARG00000040194	13	13	4	17
ENSDARG00000089418	4573	4945	4287	3996
ENSDARG00000042159	110	70	76	52
ENSDARG00000054186	198	248	150	173
ENSDARG00000079327	572	846	529	587
ENSDARG00000086060	0	0	0	0
ENSDARG00000092658	11	37	1	4
ENSDARG00000078550	353	283	73	83
ENSDARG00000078152	63	56	78	80
ENSDARG00000068370	511	484	568	432
ENSDARG00000068369	1465	1325	1231	1151
ENSDARG00000095445	6	7	0	6
ENSDARG00000013492	94	120	85	94
ENSDARG00000068365	407	514	339	341
ENSDARG00000094498	6	5	0	1
ENSDARG00000079478	137	82	97	132
ENSDARG00000098442	0	0	0	0
ENSDARG00000094865	0	0	0	0
ENSDARG00000013615	4462	4852	4087	3720
ENSDARG00000090183	1646	2001	1667	1651
ENSDARG00000105222	0	0	0	0
ENSDARG00000094032	0	0	0	0
ENSDARG00000094717	0	0	0	0
ENSDARG00000093481	0	0	0	0
ENSDARG00000092675	0	0	0	0
ENSDARG00000091883	0	0	0	0
ENSDARG00000095028	0	0	0	0
ENSDARG00000094765	0	0	0	0
ENSDARG00000103649	0	0	0	0
ENSDARG00000093508	0	0	0	0
ENSDARG00000092670	0	0	0	0
ENSDARG00000095285	0	0	0	0
ENSDARG00000103596	2	0	0	0
ENSDARG00000093439	0	0	0	0
ENSDARG00000094940	0	0	0	0
ENSDARG00000099620	0	0	0	0
ENSDARG00000044935	5041	6808	3088	2782
ENSDARG00000077244	22	28	21	14
ENSDARG00000101243	603	521	153	142
ENSDARG00000099398	0	0	0	0
ENSDARG00000102759	238	278	230	195
ENSDARG00000104317	0	4	0	0
ENSDARG00000104730	4	0	2	0
ENSDARG00000103716	0	0	14	13
ENSDARG00000104635	0	0	4	13
ENSDARG00000101337	1	1	76	65
ENSDARG00000075277	290	356	223	204
ENSDARG00000102612	296	299	211	237
ENSDARG00000091241	100	97	65	99
ENSDARG00000074816	0	0	0	0
ENSDARG00000074510	13	25	6	14
ENSDARG00000070206	8	14	0	5
ENSDARG00000076307	0	0	0	0
ENSDARG00000103702	0	4	0	0
ENSDARG00000079105	100	111	19	20
ENSDARG00000031745	90	66	26	34
ENSDARG00000068286	322	329	295	241
ENSDARG00000093902	2	4	0	2
ENSDARG00000056279	46	44	66	48
ENSDARG00000081900	0	0	0	0
ENSDARG00000041887	2706	3061	3295	3074
ENSDARG00000095046	256	245	301	294
ENSDARG00000029724	393	530	529	511
ENSDARG00000029612	860	861	860	776
ENSDARG00000077633	255	265	256	199
ENSDARG00000077709	1956	2636	2048	2037
ENSDARG00000093488	0	0	0	2
ENSDARG00000006124	5054	5728	5642	5236
ENSDARG00000008931	251	267	301	322
ENSDARG00000079869	49	31	31	36
ENSDARG00000079934	741	748	925	865
ENSDARG00000041858	42	73	60	44
ENSDARG00000068263	143	165	131	152
ENSDARG00000041853	2836	2794	2599	2776
ENSDARG00000041848	347	370	531	544
ENSDARG00000078187	1788	2150	1657	1344
ENSDARG00000094937	10	4	15	10
ENSDARG00000103974	0	0	0	0
ENSDARG00000012929	415	516	560	491
ENSDARG00000018530	138	160	163	107
ENSDARG00000010294	660	629	767	701
ENSDARG00000053648	0	2	0	0
ENSDARG00000053646	362	363	372	358
ENSDARG00000076391	8	3	4	11
ENSDARG00000053644	26	43	34	41
ENSDARG00000044900	28	24	23	22
ENSDARG00000046124	424	370	373	358
ENSDARG00000076994	1124	1165	1025	1035
ENSDARG00000069956	2356	2238	1858	1794
ENSDARG00000037476	1494	1395	1723	1754
ENSDARG00000060529	31	39	26	30
ENSDARG00000053878	1303	1550	1408	1133
ENSDARG00000037475	30	25	34	20
ENSDARG00000060522	119	106	133	132
ENSDARG00000092574	121	103	124	117
ENSDARG00000093834	24	13	35	32
ENSDARG00000060518	1410	1214	1656	1705
ENSDARG00000097295	0	0	0	0
ENSDARG00000092712	2	4	4	6
ENSDARG00000093888	0	2	0	0
ENSDARG00000095478	0	0	0	0
ENSDARG00000096119	0	0	0	0
ENSDARG00000054611	2	1	0	0
ENSDARG00000088942	0	0	0	0
ENSDARG00000075565	291	291	310	307
ENSDARG00000010710	1482	1946	1601	1481
ENSDARG00000075480	20	40	22	10
ENSDARG00000086589	4	4	2	10
ENSDARG00000046143	1610	1530	1428	1444
ENSDARG00000009153	3147	3684	2301	3017
ENSDARG00000046142	487	425	534	544
ENSDARG00000090945	41	37	44	42
ENSDARG00000022438	7279	7455	7243	7167
ENSDARG00000013795	364	348	290	306
ENSDARG00000094887	32	24	16	15
ENSDARG00000009470	433	336	381	321
ENSDARG00000046141	88	167	123	122
ENSDARG00000052332	17	24	17	20
ENSDARG00000092626	25	40	29	15
ENSDARG00000009629	1163	1125	970	1005
ENSDARG00000083988	0	0	0	0
ENSDARG00000059630	340	353	475	415
ENSDARG00000019990	197	228	199	175
ENSDARG00000059629	1136	1248	1031	896
ENSDARG00000052045	283	242	470	415
ENSDARG00000023526	109	85	125	98
ENSDARG00000074308	881	1058	838	796
ENSDARG00000094260	3	1	4	7
ENSDARG00000013302	190	226	156	165
ENSDARG00000008461	235	355	369	387
ENSDARG00000038300	445	503	606	487
ENSDARG00000036593	1980	2030	1947	1705
ENSDARG00000011515	225	331	312	375
ENSDARG00000002172	649	635	584	553
ENSDARG00000102070	1624	1727	1670	1527
ENSDARG00000019096	1046	991	1293	1218
ENSDARG00000068006	46	34	418	50
ENSDARG00000099558	1914	1748	2236	1989
ENSDARG00000098108	1480	2062	1378	1535
ENSDARG00000102096	279	300	220	185
ENSDARG00000053575	22	38	22	26
ENSDARG00000103759	774	783	730	863
ENSDARG00000079932	1910	1825	1555	1701
ENSDARG00000086217	0	0	0	0
ENSDARG00000097844	6	16	27	22
ENSDARG00000079687	14580	15998	14007	13355
ENSDARG00000053452	209	304	258	258
ENSDARG00000005648	348	333	261	252
ENSDARG00000094519	0	8	2	3
ENSDARG00000041720	548	640	601	634
ENSDARG00000008979	1405	1366	1422	1488
ENSDARG00000097083	2	1	0	1
ENSDARG00000078536	629	579	350	307
ENSDARG00000095534	2	0	1	0
ENSDARG00000093048	157	180	125	135
ENSDARG00000096103	1	1	0	2
ENSDARG00000096085	0	2	0	0
ENSDARG00000096161	2	0	0	0
ENSDARG00000042723	238	262	249	212
ENSDARG00000075818	42	27	41	86
ENSDARG00000053509	222	213	312	219
ENSDARG00000053512	6	23	23	19
ENSDARG00000075349	3460	3631	3226	3120
ENSDARG00000091860	24	43	103	165
ENSDARG00000034229	1140	1163	880	753
ENSDARG00000094781	0	0	2	0
ENSDARG00000017365	193	259	229	197
ENSDARG00000029865	1710	1907	1605	1537
ENSDARG00000026229	1149	1223	825	788
ENSDARG00000092308	0	0	0	0
ENSDARG00000041750	898	843	662	693
ENSDARG00000023484	225	167	172	141
ENSDARG00000000966	5489	6835	6127	5261
ENSDARG00000100965	2479	3039	2773	2464
ENSDARG00000062518	914	1285	967	935
ENSDARG00000053344	296	264	191	178
ENSDARG00000097262	523	690	448	443
ENSDARG00000001154	1238	1396	1118	963
ENSDARG00000093752	48	68	50	36
ENSDARG00000099167	0	0	0	0
ENSDARG00000068217	392	366	236	274
ENSDARG00000041699	88	78	70	84
ENSDARG00000068213	674	780	620	554
ENSDARG00000095351	1176	1592	1338	1347
ENSDARG00000086294	71	63	44	64
ENSDARG00000088872	3	6	2	0
ENSDARG00000041705	2	0	0	6
ENSDARG00000053345	50	45	26	31
ENSDARG00000016056	316	330	317	271
ENSDARG00000016227	36	36	6	10
ENSDARG00000075932	8	12	0	2
ENSDARG00000099211	10	6	3	16
ENSDARG00000017983	23	34	17	33
ENSDARG00000043179	372	366	366	348
ENSDARG00000043177	174	186	187	210
ENSDARG00000078815	671	705	723	656
ENSDARG00000006137	735	586	602	804
ENSDARG00000074742	208	235	185	179
ENSDARG00000006901	2030	2167	2299	2166
ENSDARG00000010933	390	450	391	362
ENSDARG00000032535	560	573	517	543
ENSDARG00000060124	147	196	150	133
ENSDARG00000016545	752	961	608	530
ENSDARG00000094890	0	0	0	0
ENSDARG00000092243	196	222	148	120
ENSDARG00000092262	0	0	0	0
ENSDARG00000076901	0	0	0	0
ENSDARG00000076270	396	458	404	367
ENSDARG00000060065	8618	10873	9039	8262
ENSDARG00000002597	4	6	10	4
ENSDARG00000007323	2362	2753	2723	2879
ENSDARG00000073773	166	201	128	135
ENSDARG00000003527	1081	1341	1169	1099
ENSDARG00000083063	2	0	1	0
ENSDARG00000075758	6323	7015	6695	6422
ENSDARG00000096154	0	0	0	0
ENSDARG00000099540	0	0	0	0
ENSDARG00000095899	2	14	0	0
ENSDARG00000074637	0	0	0	0
ENSDARG00000078157	6	0	6	9
ENSDARG00000009212	53913	55315	47808	52869
ENSDARG00000034270	8000	9018	9092	8423
ENSDARG00000094471	0	2	0	0
ENSDARG00000010070	1410	1378	1457	1490
ENSDARG00000041576	181	206	170	160
ENSDARG00000060029	958	943	786	842
ENSDARG00000094251	86	34	53	56
ENSDARG00000075332	48	38	43	46
ENSDARG00000068190	0	2	2	6
ENSDARG00000091876	2	1	0	0
ENSDARG00000053196	1732	2311	2077	1828
ENSDARG00000027582	1568	1699	1567	1407
ENSDARG00000093188	516	502	365	322
ENSDARG00000079079	1	30	2	0
ENSDARG00000010316	829	1089	939	901
ENSDARG00000060002	241	241	158	108
ENSDARG00000077087	414	426	430	369
ENSDARG00000028275	1211	1239	1621	1598
ENSDARG00000094996	22	9	25	16
ENSDARG00000041540	466	539	294	282
ENSDARG00000018361	808	1032	642	651
ENSDARG00000088067	10	4	0	0
ENSDARG00000095734	4	3	0	4
ENSDARG00000053135	0	0	0	0
ENSDARG00000059397	0	2	0	2
ENSDARG00000076857	19	11	10	16
ENSDARG00000087601	1058	1139	850	796
ENSDARG00000018653	481	493	360	324
ENSDARG00000068168	31	59	56	58
ENSDARG00000074897	7	9	11	13
ENSDARG00000076414	647	622	638	509
ENSDARG00000081199	0	0	0	0
ENSDARG00000077114	1255	1267	1106	1198
ENSDARG00000004757	29080	34583	28117	26771
ENSDARG00000041530	250	301	308	347
ENSDARG00000097853	0	0	2	0
ENSDARG00000092141	150	129	144	155
ENSDARG00000030634	0	2	0	3
ENSDARG00000053087	890	1114	1276	1040
ENSDARG00000041511	148	164	196	164
ENSDARG00000059960	2070	2499	2155	1754
ENSDARG00000007275	30595	37396	32830	34421
ENSDARG00000052606	1758	2033	2227	1987
ENSDARG00000101823	71	81	26	30
ENSDARG00000076566	921	979	994	1037
ENSDARG00000036684	929	1237	1044	962
ENSDARG00000006109	4	19	8	11
ENSDARG00000073801	933	875	989	904
ENSDARG00000059746	845	858	790	833
ENSDARG00000079504	2361	2888	2333	2244
ENSDARG00000091917	100	75	47	50
ENSDARG00000078324	598	604	620	499
ENSDARG00000092738	0	0	0	0
ENSDARG00000092351	4	8	5	8
ENSDARG00000104072	14	8	6	6
ENSDARG00000052948	229	216	201	168
ENSDARG00000052958	41	40	78	51
ENSDARG00000052960	343	288	621	469
ENSDARG00000032577	502	495	297	315
ENSDARG00000041462	2	4	0	1
ENSDARG00000104070	2	2	0	0
ENSDARG00000102529	2	0	2	4
ENSDARG00000104577	3	0	2	0
ENSDARG00000068145	0	0	2	0
ENSDARG00000101779	0	0	0	0
ENSDARG00000100045	0	0	0	2
ENSDARG00000090171	152	103	91	106
ENSDARG00000068149	263	271	215	183
ENSDARG00000009557	255	259	326	275
ENSDARG00000017953	133	84	125	141
ENSDARG00000012747	1025	1149	1152	1199
ENSDARG00000011855	309	361	346	315
ENSDARG00000025854	477	514	510	525
ENSDARG00000025858	2038	2190	2212	2362
ENSDARG00000022493	9	8	4	10
ENSDARG00000093023	0	1	0	0
ENSDARG00000078485	29	9	20	14
ENSDARG00000022684	7459	8345	7333	7558
ENSDARG00000075375	21	28	16	31
ENSDARG00000015293	262	238	163	169
ENSDARG00000073996	489	534	478	465
ENSDARG00000036630	1556	1590	1503	1412
ENSDARG00000068127	0	0	0	0
ENSDARG00000095682	0	0	0	0
ENSDARG00000096449	0	0	0	0
ENSDARG00000002230	6980	7941	5425	5460
ENSDARG00000068125	854	933	742	800
ENSDARG00000068124	31	29	17	17
ENSDARG00000076250	173	194	193	169
ENSDARG00000059885	176	155	188	133
ENSDARG00000068123	1342	1581	1142	1071
ENSDARG00000041372	384	386	203	249
ENSDARG00000018914	4048	3832	3672	3669
ENSDARG00000041376	145	148	187	188
ENSDARG00000059897	1428	1475	1287	1103
ENSDARG00000105214	685	809	649	622
ENSDARG00000097014	0	0	0	0
ENSDARG00000012378	1264	1449	1285	1343
ENSDARG00000086866	300	330	373	329
ENSDARG00000057465	527	577	674	600
ENSDARG00000025672	129	132	146	89
ENSDARG00000095867	0	0	0	0
ENSDARG00000095807	1030	846	1116	1432
ENSDARG00000038422	454	482	565	518
ENSDARG00000073743	40	39	76	66
ENSDARG00000078280	24	74	40	48
ENSDARG00000021232	34	26	20	19
ENSDARG00000003303	23	19	14	29
ENSDARG00000033594	250	279	341	377
ENSDARG00000074828	161	132	151	112
ENSDARG00000081096	24	13	17	8
ENSDARG00000089156	571	1104	858	910
ENSDARG00000088388	131	140	133	142
ENSDARG00000099651	693	770	625	689
ENSDARG00000078399	663	602	569	559
ENSDARG00000068026	117	110	105	92
ENSDARG00000015887	7084	8993	6495	6329
ENSDARG00000007359	489	539	429	429
ENSDARG00000095922	280	363	265	293
ENSDARG00000021287	717	719	859	676
ENSDARG00000063159	358	442	477	425
ENSDARG00000036999	273	266	305	202
ENSDARG00000028071	1898	2238	2271	2168
ENSDARG00000029556	2330	2522	2387	2324
ENSDARG00000068098	0	0	0	0
ENSDARG00000041362	962	1095	1023	986
ENSDARG00000041358	170	187	174	158
ENSDARG00000011027	1591	1836	1386	1392
ENSDARG00000041350	189	240	160	166
ENSDARG00000021209	278	258	244	197
ENSDARG00000005780	80	58	46	46
ENSDARG00000088807	731	819	513	541
ENSDARG00000007329	9	13	23	23
ENSDARG00000094868	0	0	0	0
ENSDARG00000079326	414	449	473	428
ENSDARG00000039229	142	154	151	128
ENSDARG00000025013	125	131	87	82
ENSDARG00000039225	3016	3973	2970	2926
ENSDARG00000007369	941	1039	966	943
ENSDARG00000104073	4	4	1	2
ENSDARG00000015057	310	314	280	217
ENSDARG00000016016	1814	1925	1605	1671
ENSDARG00000077120	47	58	51	59
ENSDARG00000011208	1258	1248	1163	1122
ENSDARG00000016044	275	313	326	317
ENSDARG00000015657	138	184	153	168
ENSDARG00000078176	323	387	237	216
ENSDARG00000102758	141	167	131	267
ENSDARG00000102075	283	315	196	211
ENSDARG00000102599	1874	2070	2166	2249
ENSDARG00000086906	713	617	556	546
ENSDARG00000099294	934	1046	907	1032
ENSDARG00000099985	339	353	346	362
ENSDARG00000103676	143	101	100	138
ENSDARG00000099128	123	235	193	171
ENSDARG00000098591	10529	11210	14309	13557
ENSDARG00000102778	30	22	32	16
ENSDARG00000103067	481	632	553	667
ENSDARG00000103176	24	19	31	29
ENSDARG00000101508	9	24	16	13
ENSDARG00000098215	1702	2129	1848	1814
ENSDARG00000090547	0	2	0	0
ENSDARG00000100136	410	489	397	404
ENSDARG00000101589	673	971	725	615
ENSDARG00000101874	0	0	0	0
ENSDARG00000080758	0	0	0	0
ENSDARG00000081534	1	0	0	1
ENSDARG00000096224	2	2	0	0
ENSDARG00000006577	25	16	19	6
ENSDARG00000098313	228	154	150	173
ENSDARG00000095879	1146	1534	1246	1254
ENSDARG00000076218	76	96	115	51
ENSDARG00000042477	1331	1464	1212	1182
ENSDARG00000041306	1442	1722	1395	1314
ENSDARG00000078215	340	350	335	285
ENSDARG00000003181	246	186	104	159
ENSDARG00000059763	2923	3238	2493	2552
ENSDARG00000075917	122	231	96	83
ENSDARG00000090454	5372	6000	5830	5745
ENSDARG00000100304	416	396	357	312
ENSDARG00000100823	1222	1290	1223	1557
ENSDARG00000100171	0	0	0	0
ENSDARG00000103610	482	596	509	475
ENSDARG00000013009	817	912	817	793
ENSDARG00000043079	339	289	319	320
ENSDARG00000102546	1327	1519	1631	1736
ENSDARG00000104462	315	358	272	334
ENSDARG00000070145	2676	2967	2657	2636
ENSDARG00000002193	34269	34937	41180	45769
ENSDARG00000020982	1088	1100	797	864
ENSDARG00000088062	15	23	33	41
ENSDARG00000104973	45	51	37	56
ENSDARG00000098742	116	112	84	75
ENSDARG00000044490	2	0	2	2
ENSDARG00000008703	1000	1008	802	870
ENSDARG00000103665	784	821	723	755
ENSDARG00000102007	5	3	2	5
ENSDARG00000006990	530	572	519	517
ENSDARG00000006868	279	377	206	221
ENSDARG00000076747	384	383	352	438
ENSDARG00000086057	156	143	185	130
ENSDARG00000098670	5355	5573	6041	5502
ENSDARG00000101696	309	256	253	278
ENSDARG00000078042	1356	1554	946	1140
ENSDARG00000093125	1110	1361	1480	1276
ENSDARG00000014976	792	1003	887	813
ENSDARG00000104933	1163	935	1241	1365
ENSDARG00000098636	8	3	0	0
ENSDARG00000100150	12	37	2	0
ENSDARG00000102336	4	8	4	10
ENSDARG00000099605	38	49	41	66
ENSDARG00000102718	4	2	2	0
ENSDARG00000103337	1421	1851	1422	1430
ENSDARG00000104528	55	69	88	98
ENSDARG00000105042	25	6	7	12
ENSDARG00000099598	10	21	9	2
ENSDARG00000101196	106	97	128	146
ENSDARG00000102274	198	194	244	230
ENSDARG00000103651	611	649	519	481
ENSDARG00000100727	1	2	1	0
ENSDARG00000099039	5269	5936	4823	4862
